// rate library for f01: HAbstraction reaction
// original from rate library.txt, CDW 03/08/01
// SR and JS rename some nodes according to the tree and dictionary correction, Nov., 20, 2002
// JS, comment out 10th, change XH in 23 from C/Cd/H3 to C/H3/Cd
// JS, remove CO_birad to form a new family later: CO + RH -> HCO + R.  Aug, 26, 2003

// JS, define key word for format of the rate: either Arrhenius or Arrhenius_EP
Arrhenius_EP

// Catherina Wijaya thesis, pg 151 -154.

//f01_intermolecular_HA
//No.	XH			Y_rad				Temp.		A			n		a		E0		DA		Dn		Da		DE0		Rank	Comments
152.	C/H2/NonDeC	O_rad/NonDeC		300-1500	5.50E+10	0		0		5.000	0		0		0		0		5		Curran et al. [8] Rate expressions for H atom abstraction from fuels.	 (changed to per H)
153.	C/H/Cs3		O_rad/NonDeC		300-1500	1.90E+10	0		0		2.800	0		0		0		0		5		Curran et al. [8] Rate expressions for H atom abstraction from fuels.	
154.	C/H3/Cs		O2b					300-1500	7.00E+12	0		0		50.76	0		0		0		0		5		Curran et al. [8] Rate expressions for H atom abstraction from fuels. (changed to per H)	
155.	C/H2/NonDeC	O2b					300-1500	7.00E+12	0		0		48.21	0		0		0		0		5		Curran et al. [8] Rate expressions for H atom abstraction from fuels. (changed to per H)	
156.	C/H/Cs3		O2b					300-1500	7.00E+12	0		0		46.06	0		0		0		0		5		Curran et al. [8] Rate expressions for H atom abstraction from fuels.	
157.	H2			O2b					300-800	7.25E+13	0		0		56.64	*5.0	0		0		0		4		Tsang et al. [89] literature review. 
158.	H2			Cd_pri_rad			200-3000	4.73E+03	2.56	0		5.03	0		0		0		0		3		Knyazev et al. [119] Transition state theory.
159.	H2			Cd_pri_rad			300-3500	1.11E+04	2.48	0		7.13	0		0		0		0		3		Mebel et al. [120] Transition state theory.
160.	H2			Cd_pri_rad			300-1500	1.58E+09	0.70	0		5.11	0		0		0		0		3 		Weissman et al. [121] Transition state theory.
161.	H2			Ct_rad				300-2500	5.4E+12		0		0		2.17	*3.16	0		0		0		4		Baulch et al. [94] literature review.
162.	H2			Cb_rad				300-5000	2.86E+04	2.43	0		6.28	0		0		0		0		3		Mebel et al. [122] Transition state theory.
163.	H2			CO_pri_rad			300-2500	9.0E+05		2.00	0		17.83	*5		0		0		0		4		Tsang et al. [89] literature review. 
164.	H2			CO_rad/NonDe		300-2500	2.06E+06	1.82	0		17.61	*3.0	0		0		0		4		Tsang et al. [89] literature review. 
165.	H2			O_pri_rad			200-2400	9.10E+08	1.21	0		4.71	0		0		0		0		3		Isaacson [123] Transition state theory.
166.	H2			O_rad/NonDeC		300-2000	6.32E-02	4.00	0		4.91	0		0		0		0		2		Jodkowski et al. [100] ab initio calculations.
167.	C_methane	O2b					500-2000	9.925E+12	0		0		56.83	*10.0	0		0		0		4		Baulch et al. [95] literature review.
168.	C_methane	C_rad/H2/Cs			300-2500	2.16E-02	4.14	0		12.56	*2.0	0		0		0		4		Tsang et al. [89] literature review. 
169.	C_methane	C_rad/H/NonDeC		300-2500	1.81E-04	4.40	0		10.79	*2.0	0		0		0		4		Tsang et al. [91] literature review. 
170.	C_methane	Ct_rad				300-2500	4.53E+11	0		0		0.50	*10.0	0		0		0		4		Tsang et al. [89] literature review. 
171.	C_methane	Cb_rad				560-1410	5.0E+11		0		0		8.60	0		0		0		0		2		Heckmann et al. [124] 
172.	C_methane	CO_pri_rad			300-2500	1.82E+03	2.85	0		22.46	*5.0	0		0		0		4		Tsang et al. [89] literature review. 
173.	C_methane	CO_rad/NonDe		300-2500	5.43E+02	2.88	0		21.46	*5.0	0		0		0		4		Tsang et al. [89] literature review. 
174.	C_methane	O_pri_rad			223-2400	3.85E-01	3.95	0		0.55	0		0		0		0		3		Melissas and Truhlar [125] Transition state theory.
175.	C_methane	O_pri_rad			240-2500	3.93E+06	1.83	0		2.78	*1.41	0		0		0		4		Baulch et al. [95] literature review.
176.	C_methane	O_pri_rad			298-1510	2.55E+07	1.60	0		3.12	0		0		0		0		3		Cohen et al. [101] Transition state theory.
177.	C_methane	O_rad/NonDeC		300-2000	1.55E-04	5.00	0		5.58	0		0		0		0		2		Jodkowski et al. [100] ab initio calculations.
178.	C_methane	O_rad/NonDeO		300-2500	4.53E+10	0		0		18.58	*5.0	0		0		0		4		Tsang et al. [89] literature review. 
179.	C/H3/Cs		O2b					500-2000	1.005E+13	0		0		51.87	*10.0	0		0		0		4		Baulch et al. [95] literature review.
180.	C/H3/Cs		Ct_rad				300-1500	6.02E+11	0		0		0		*3		0		0		0		4		Tsang et al. [89] literature review. 
181.	C/H3/Cs		Cb_rad				565-1000	3.48E+10	0		0		4.44	*2.35	0		0		0.18	2		Park et al. [126]
182.	C/H3/Cs		CO_pri_rad			300-2500	7.82E+03	2.72	0		18.24	*5.0	0		0		0		4		Tsang et al. [89] literature review. 
183.	C/H3/Cs		CO_rad/NonDe		300-2500	3.02E+03	2.75	0		17.53	*5.0	0		0		0		4		Tsang et al. [89] literature review. 
184.	C/H3/Cs		O_pri_rad			250-2000	1.20E+06	2.00	0		0.86	*1.41	0		0		0		4		Baulch et al. [95] literature review.
185.	C/H3/CO		O_pri_rad			295-600		5.17E+05	2.20	0		1.00	0		0		0		0		3		Taylor et al. [127] Transition state theory.
186.	C/H3/O		C_methyl			300-2000	2.05E-04	4.90	0		6.72	0		0		0		0		2		Jodkowski et al. [100] ab initio calculations.
187.	C/H3/O		O_pri_rad			300-2000	8.14E+03	2.80	0		-0.42	0		0		0		0		2		Jodkowski et al. [100] ab initio calculations.
1001.    C/H3/O          H_rad                         300-2000        4.51E+02        3.20    0               3.49    0               0               0               0               2               Jodkowski et al. [100] ab initio calculations. added by Greg Magoon 08/25/09
188.	C/H2/NonDeC	O2b					300-2500	1.985E+13	0		0		47.69	*10.0	0		0		0		4		Tsang [91] literature review.
189.	C/H2/NonDeC	CH2_triplet			300-2500	7.55E-01	3.46	0		7.47	*10.0	0		0		0		4		Tsang [91] literature review.
190.	C/H2/NonDeC	O_atom_triplet		300-2500	2.39E+04	2.71	0		2.11	*2.0	0		0		0		4		Tsang [91] literature review.
191.	C/H2/NonDeC	C_rad/H2/O			300-2500	3.02E+01	2.95	0		11.98	*5.0	0		0		0		4		Tsang [91] literature review.
192.	C/H2/NonDeC	Cd_pri_rad			300-2500	5.10E+02	3.10	0		8.82	*10.0	0		0		0		4		Tsang [91] literature review.
193.	C/H2/NonDeC	Ct_rad				300-2500	6.05E+11	0		0		0		*3.0	0		0		0		4		Tsang [91] literature review.
194.	C/H2/NonDeC	CO_pri_rad			300-2500	5.4E+06		1.90	0		17.01	*3.0	0		0		0		4		Tsang [91] literature review.
195.	C/H2/NonDeC	CO_rad/NonDe		300-2500	2.65E+06	2.00	0		16.24	*3.0	0		0		0		4		Tsang [91] literature review.
196.	C/H2/NonDeC	O_pri_rad			295-1220	3.95E+06	1.90	0		0.16	0		0		0		0		3		Cohen et al. [101] Transition state theory.
197.	C/H2/NonDeC	O_rad/NonDeC		300-2500	7.25E+10	0		0		4.57	*5.0	0		0		0		4		Tsang [91] literature review.
198.	C/H/Cs3		O2b					300-2500	3.97E+13	0		0		43.92	*3.0	0		0		0		4		Tsang [92] literature review.
199.	C/H/Cs3		O_atom_triplet		300-2500	1.57E+05	2.50	0		1.11	*2.0	0		0		0		4		Tsang [92] literature review.
200.	C/H/Cs3		CH2_triplet			300-2500	1.09E+12	0		0		4.91	*5.0	0		0		0		4		Tsang [92] literature review.
201.	C/H/Cs3		Cd_pri_rad			300-2500	9.04E-01	3.46	0		2.60	*5.0	0		0		0		4		Tsang [92] literature review.
202.	C/H/Cs3		Ct_rad				300-2500	6.62E+11	0		0		0		*3.0	0		0		0		4		Tsang [92] literature review.
203.	C/H/Cs3		CO_pri_rad			300-2500	3.43E+04	2.50	0		13.51	*5.0	0		0		0		4		Tsang [92] literature review.
204.	C/H/Cs3		CO_rad/NonDe		300-2500	3.43E+04	2.50	0		13.51	*10.0	0		0		0		4		Tsang [92] literature review.
205.	C/H/Cs3		O_pri_rad			298-1150	2.57E+06	1.90	0		1.45	0		0		0		0		3		Cohen et al. [101] Transition state theory.
206.	C/H/Cs3		O_rad/NonDeC		300-2500	2.29E+10	0		0		2.88	*10.0	0		0		0		4		Tsang [92] literature review.
207.	Cd_pri		O2b					300-2500	1.792E+13	0		0		60.01	0	0		0		0		4		Hua, Ruscic, and Wang 2005, transition state theory.
//208.	Cd_pri		CO_birad			300-2500	3.78E+13	0		0		90.62	*5.0	0		0		0		4		Tsang [89] literature review.
209.	Cd_pri		O_atom_triplet		290-1510	3.78E+06	1.91	0		3.74	0		0		0		0		3		Mahmud et al. [128] Transition state theory
210.	Cd_pri		C_rad/H2/Cs			300-2500	1.58E+02	3.13	0		18.00	*10.0	0		0		0		4		Tsang [89] literature review.
211.	Cd_pri		O_pri_rad			650-1500	5.13E+12	0		0		5.94	*3.16	0		0		0		4		Baulch et al. [95] literature review.
212.	Cd/H/NonDeC	O_atom_triplet		300-2500	6.02E+10	0.70	0		7.63	*3.0	0		0		0		4		Tsang [93] literature review.
//213.	Cd/H/NonDeC	H_rad				300-2500	2.37E+00	0		0		7.31	*5.0	0		0		0		4		Tsang [93] literature review.
213.	Cd/H/NonDeC	H_rad				300-2500		4.09e+05	2.5		0		9.79	*4.0	0.0		0.0		0.0		4		Tsang [93] literature review.
//214.	Cd/H/NonDeC	C_methyl			300-2500	3.8E-01		0		0		5.98	*100.0	0		0		0		4		Tsang [93] literature review.
214.	Cd/H/NonDeC	C_methyl			300-2500	0.842		3.5		0.0		11.66	*6.0	0.0		0.0		0.0		4		Tsang [93] literature review.
//215.	Cd/H/NonDeC	Cd_pri_rad			300-2500	3.8E-01		0		0		4.99	*10.0	0		0		0		4		Tsang [93] literature review.
215.	Cd/H/NonDeC	Cd_pri_rad			300-2500	0.842		3.5		0.0		9.67	*6.0	0.0		0.0		0.0		4		Tsang [93] literature review.
216.	Cd/H/NonDeC	Ct_rad				300-2500	1.21E+12	0		0		0		*5.0	0		0		0		4		Tsang [93] literature review.
//217.	Cd/H/NonDeC	O_pri_rad			300-2500	1.11E+06	2.00	0		1.45	0		0		0		0		4		Tsang [93] literature review.
217.	Cd/H/NonDeC	O_pri_rad			300-2500	1.11E+06	2.00	0		1.45	*2		0.0		0.0		0.0		4		Tsang [93] literature review.
218.	Ct_H		O2b					300-2500	6.05E+12	0		0		74.52	*10.0	0		0		0		4		Tsang [89] literature review.
//219.	Ct_H		CO_birad			300-2500	2.41E+14	0		0		107		*10.0	0		0		0		4		Tsang [89] literature review.
220.	Ct_H		C_rad/H2/Cs			300-2500	1.36E+11	0		0		23.45	*5.0	0		0		0		4		Tsang [89] literature review.
221.	Ct_H		O_pri_rad			300-2500	7.25E+03	2.68	0		12.04	*10.0	0		0		0		4		Tsang [89] literature review.
222.	Cb_H		O2b					1200-1700	1.052E+13	0		0		60.01	0		0		0		0		4		Asaba et al. [129]. Data are estimated.
223.	Cb_H		H_rad				500-800		1.00E+08	1.80	0		16.35	0		0		0		0		4		Mebel et al. [122] RRK(M) extrapolation.
224.	Cb_H		H_rad				298-1000	5.02E+11	0		0		8.11	0		0		0		0		5		Nicovich et al. [130]
225.	Cb_H		C_rad/H2/Cs			650-770		1.05E+11	0		0		14.86	*2.0	0		0		1.19	5		Zhang et al. [131]
226.	Cb_H		O_pri_rad			400-1500	2.72E+07	1.42	0		1.45	*2.0	0		0		0		4		Baulch et al. [95] literature review.
227.	CO_pri		O2b					300-2200	2.34E+07	2.05	0		37.93	0		0		0		0		3		Michael et al. [132] Transition state theory.
228.	CO_pri		O_atom_triplet		250-2200	2.08E+11	0.57	0		2.76	*2.0	0		0		0		4		Baulch et al. [95] literature review.
229.	CO_pri		CH2_triplet			300-2500	3.02E+09	0		0		0		0		0		0		0		4		Tsang [89] literature review.
230.	CO_pri		C_methyl			300-2000	3.89E-08	6.10	0		1.97	*1.58	0		0		0		4		Baulch et al. [94] literature review.
231.	CO_pri		C_rad/H2/Cs			300-2500	2.75E+03	2.81	0		5.86	*5.0	0		0		0		4		Tsang [89] literature review.
232.	CO_pri		C_rad/H/NonDeC		300-2500	5.40E+10	0		0		6.96	*2.5	0		0		0		4		Tsang [91] literature review.
233.	CO_pri		C_rad/Cs3			300-2500	1.63E+09	0		0		3.56	*5.0	0		0		0		4		Tsang [92] literature review.
234.	CO_pri		Cd_pri_rad			300-2500	2.71E+03	2.81	0		5.86	*5.0	0		0		0		4		Tsang [89] literature review.
235.	CO_pri		CO_rad/NonDe		300-2500	9.05E+10	0		0		12.92	*10.0	0		0		0		4		Tsang [89] literature review.
236.	CO_pri		O_pri_rad			300-3000	1.72E+09	1.18	0		-0.45	*5.0	0		0		0		4		Baulch et al. [95] literature review.
237.	CO_pri		O_rad/NonDeC		300-2500	5.10E+10	0		0		2.98	*3.0	0		0		0		4		Tsang [89] literature review.
238.	CO_pri		O_rad/NonDeO		641-1600	2.06E+04	2.50	0		10.21	0		0		0		0		4		Eiteneer et al. [133] literature review.
239.	CO/H/NonDe	O2b					600-1100	3.01E+13	0		0		39.15	*10.0	0		0		0		4		Baulch et al. [95] literature review.
240.	CO/H/NonDe	O_atom_triplet		300-2000	5.0E+12		0		0		1.79	*2.0	0		0		0		4		Warnatz [134] literature review
241.	CO/H/NonDe	H_rad				300-2000	4.0E+13		0		0		4.21	*2.0	0		0		0		4		Warnatz [134] literature review
242.	CO/H/NonDe	C_methyl			300-1250	1.99E-06	5.64	0		2.46	*2.0	0		0		0		4		Baulch et al. [95] literature review.
243.	CO/H/NonDe	C_rad/H2/Cd			790-810		3.8E+11		0		0		7.21	0		0		0		0		5		Loser et al. [135] bond strength-bond length method.
244.	CO/H/NonDe	Cd_pri_rad			480-520		8.13E+10	0		0		3.68	0		0		0		0		5		Scherzer et al. [136] bond energy-bond order method.
//245.	CO/H/NonDe	O_pri_rad			295-600		2.0E+06		1.80	0		1.30	0		0		0		0		3		Taylor et al. [127] Transition state theory.
245.	CO/H/NonDe	O_pri_rad			295-600		2.0E+06		1.80	0		-1.30	0		0		0		0		3		Taylor et al. [127] Transition state theory.
246.	CO/H/NonDe	O_pri_rad			300-2000	1.0E+13		0		0		0		*2.51	0		0		0		4		Warnatz [134] literature review
247.	CO/H/NonDe	O_rad/NonDeO		900-1200	3.01E+12	0		0		11.92	*5.0	0		0		0		4		Baulch et al. [95] literature review.
248.	O_pri		O2b					300-1000	2.325E+12	0		0		74.12	0		0		0		0		5		Mayer et al. [137] Bond energy-bond order.
249.	O_pri		O_atom_triplet		298-1000	2.63E+09	1.20	0		17.83	0		0		0		0		3		Karach et al. [138] Transition state theory.
250.	O_pri		O_atom_triplet		300-2000	7.40E+04	2.60	0		15.18	0		0		0		0		3		Harding et al. [139] Transition state theory.
251.	O_pri		H_rad				300-2500	2.26E+08	1.60	0		19.32	*1.6		0		0		0		4		Baulch et al. [95] literature review.
252.	O_pri		C_methyl			300-1500	3.20E+00	3.31	0		12.56	0		0		0		0		3		Ma et al. [140] Transition state theory.
253.	O_pri		C_methyl			300-2500	2.42E+02	2.90	0		14.86	*1.6	0		0		0		4		Tsang [89] literature review.
254.	O_pri		C_rad/H2/Cs			300-2500	1.70E+06	1.44	0		20.27	*2.0	0		0		0		4		Tsang [89] literature review.
255.	O_pri		Cd_pri_rad			300-2500	2.42E+02	2.90	0		14.86	*5.0	0		0		0		4		Tsang [89] literature review.
256.	O_pri		CO_pri_rad			300-2500	1.18E+08	1.35	0		26.03	*5.0	0		0		0		4		Tsang [89] literature review.
//257.	O_pri		O_pri_rad			200-700		6.45E-06	5.01	0		0.61	0		0		0		0		3		Masgrau et al. [141] Transition state theory w/tunneling correction.
257.	O_pri		O_pri_rad			200-700		2.417E-07	5.48	0		0.274	0.0		0.0		0.0		0.0		3		Masgrau et al. [141] Transition state theory.
258.	O_pri		O_rad/NonDeC		300-2000	1.74E-01	3.80	0		11.49	0		0		0		0		2		Jodkowski et al. [100] ab initio calculations.
259.	O/H/NonDeC	O_atom_triplet		300-1000	1.0E+13		0		0		4.69	*2.51	0		0		0		4		Warnatz [134] literature review
260.	O/H/NonDeC	CH2_triplet			300-2500	1.44E+01	3.10	0		6.94	*3.0	0		0		0		4		Tsang [90] literature review.
261.	O/H/NonDeC	C_methyl			300-2000	3.70E-04	4.70	0		5.78	0		0		0		0		2		Jodkowski et al. [100] ab initio calculations.
262.	O/H/NonDeC	C_rad/H2/Cs			300-2500	1.44E+01	3.10	0		8.94	*3.0	0		0		0		4		Tsang [90] literature review.
//263.	O/H/NonDeC	C_rad/H/NonDeC		300-2500	1.45E+01	3.10	0		10.33	*5.0	0		0		0		4		Tsang [90] literature review.
263.	O/H/NonDeC	C_rad/H/NonDeC		300-2500	1.45E+01	3.10	0		10.33	*5.0	0		0		0		4		Tsang [91] literature review.
//264.	O/H/NonDeC	C_rad/Cs3			300-2500	1.51E+03	1.80	0		9.36	*10.0	0		0		0		4		Tsang [90] literature review.
264.	O/H/NonDeC	C_rad/Cs3			300-2500	1.51E+03	1.80	0		9.36	*10.0	0		0		0		4		Tsang [92] literature review.
265.	O/H/NonDeC	Cd_pri_rad			300-2500	1.44E+01	3.10	0		6.94	*10.0	0		0		0		4		Tsang [90] literature review.
266.	O/H/NonDeC	Ct_rad				300-2500	1.21E+12	0		0		0		*5.0	0		0		0		4		Tsang [90] literature review.
267.	O/H/NonDeC	O_pri_rad			300-2000	1.73E+01	3.40	0		-1.14	0		0		0		0		2		Jodkowski et al. [100] ab initio calculations.
268.	O/H/NonDeC	O_pri_rad			300-2000	1.0E+13		0		0		1.70	*3.16	0		0		0		4		Warnatz [134] literature review
// (Reverse) Rates for nButanol+HO2=H2O2+radicals
301.	H2O2	InChI=1/C4H9O/c1-2-3-4-5/h5H,1-4H2			600-2000	2.88E+00	3.16	0.0	0.75	0	0	0	0	3	MRH CBS-QB3 calculations w/o HR corrections
302.	H2O2	InChI=1/C4H9O/c1-2-3-4-5/h2,5H,3-4H2,1H3	600-2000	6.75E-01	3.42	0.0	1.43	0	0	0	0	3	MRH CBS-QB3 calculations w/o HR corrections
303.	H2O2	InChI=1/C4H9O/c1-2-3-4-5/h3,5H,2,4H2,1H3	600-2000	3.145E-01	3.52	0.0	1.61	0	0	0	0	3	MRH CBS-QB3 calculations w/o HR corrections
304.	H2O2	InChI=1/C4H9O/c1-2-3-4-5/h4-5H,2-3H2,1H3	600-2000	1.485E+00	3.39	0.0	1.40	0	0	0	0	3	MRH CBS-QB3 calculations w/o HR corrections
// (Reverse) Rates for sButanol+HO2=H2O2+radicals
305.	H2O2	InChI=1/C4H9O/c1-3-4(2)5/h4-5H,1,3H2,2H3	600-2000	5.75E+00	2.94	0.0	0.46	0	0	0	0	3	MRH CBS-QB3 calculations w/o HR corrections
306.	H2O2	InChI=1/C4H9O/c1-3-4(2)5/h3-5H,1-2H3		600-2000	8.75E-01	2.91	0.0	-0.41	0	0	0	0	3	MRH CBS-QB3 calculations w/o HR corrections
307.	H2O2	InChI=1/C4H9O/c1-3-4(2)5/h5H,3H2,1-2H3		600-2000	1.73E+01	3.05	0.0	1.02	0	0	0	0	3	MRH CBS-QB3 calculations w/o HR corrections
308.	H2O2	InChI=1/C4H9O/c1-3-4(2)5/h4-5H,2-3H2,1H3	600-2000	3.055E-01	3.53	0.0	1.52	0	0	0	0	3	MRH CBS-QB3 calculations w/o HR corrections
// (Reverse) Rates for tButanol+HO2=H2O2+radicals
309.	H2O2	InChI=1/C4H9O/c1-4(2,3)5/h5H,1H2,2-3H3		600-2000	2.100E-01	3.53	0.0	1.56	0	0	0	0	3	MRH CBS-QB3 calculations w/o HR corrections
486.	Orad_O_H		O_rad/NonDeO	300-1500	1.75E+10	0	0	-3.275	0	0	0	0	5	[8] Curran's estimation in reaction type 13, RO2 + HO2 --> RO2H + O2
//	Rate constants involving sulfur
24.		H2			C_rad/H2/S	300-1500	8.00E-03	4.24	0.00	13.1	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
25.		H2			C_rad/H/CsS	300-1500	1.43E-02	4.24	0.00	13.1	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
26.		H2			C_rad/Cs2S	300-1500	5.76E-03	4.24	0.00	12.8	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
27.		H2			Cd_rad/NonDeS	300-1500	4.78E-02	4.24	0.00	5.3	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
28.		H2			C_rad/H/CdS	300-1500	7.89E-02	4.24	0.00	24.2	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
29.		H2			C_rad/CdCsS	300-1500	9.97E-03	4.24	0.00	24.2	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
30.		H2			C_rad/H/CtS	300-1500	4.69E-02	4.24	0.00	22.7	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
31.		H2			C_rad/CtCsS	300-1500	1.92E-01	4.24	0.00	23.5	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
55.		C_methane		C_rad/H2/S	300-1500	4.52E-03	4.24	0.00	15.8	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
56.		C_methane		C_rad/H/CsS	300-1500	8.07E-03	4.24	0.00	15.8	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
57.		C_methane		C_rad/Cs2S	300-1500	3.26E-03	4.24	0.00	15.6	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
58.		C_methane		Cd_rad/NonDeS	300-1500	2.70E-02	4.24	0.00	8.0	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
59.		C_methane		C_rad/H/CdS	300-1500	4.46E-02	4.24	0.00	26.9	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
60.		C_methane		C_rad/CdCsS	300-1500	5.64E-03	4.24	0.00	26.9	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
61.		C_methane		C_rad/H/CtS	300-1500	2.65E-02	4.24	0.00	25.5	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
62.		C_methane		C_rad/CtCsS	300-1500	1.08E-01	4.24	0.00	26.2	0	0	0	0	4	Aäron Vandeputte GAVs CBS-QB3
86.		C/H3/Cs	C_rad/H2/S	300-1500	6.81E-03	4.24	0.00	13.4	0	0	0	0	4	Aäron Vandeputte GAVs 
87.		C/H3/Cs	C_rad/H/CsS	300-1500	1.22E-02	4.24	0.00	13.4	0	0	0	0	4	Aäron Vandeputte GAVs 
88.		C/H3/Cs	C_rad/Cs2S	300-1500	4.91E-03	4.24	0.00	13.2	0	0	0	0	4	Aäron Vandeputte GAVs 
89.		C/H3/Cs	Cd_rad/NonDeS	300-1500	4.07E-02	4.24	0.00	5.7	0	0	0	0	4	Aäron Vandeputte GAVs 
90.		C/H3/Cs	C_rad/H/CdS	300-1500	6.72E-02	4.24	0.00	24.6	0	0	0	0	4	Aäron Vandeputte GAVs 
91.		C/H3/Cs	C_rad/CdCsS	300-1500	8.49E-03	4.24	0.00	24.6	0	0	0	0	4	Aäron Vandeputte GAVs 
92.		C/H3/Cs	C_rad/H/CtS	300-1500	4.00E-02	4.24	0.00	23.1	0	0	0	0	4	Aäron Vandeputte GAVs 
93.		C/H3/Cs	C_rad/CtCsS	300-1500	1.63E-01	4.24	0.00	23.9	0	0	0	0	4	Aäron Vandeputte GAVs 
117.	C/H2/NonDeC	C_rad/H2/S	300-1500	1.56E-02	4.24	0.00	11.4	0	0	0	0	4	Aäron Vandeputte GAVs 
118.	C/H2/NonDeC	C_rad/H/CsS	300-1500	2.79E-02	4.24	0.00	11.4	0	0	0	0	4	Aäron Vandeputte GAVs 
119.	C/H2/NonDeC	C_rad/Cs2S	300-1500	1.12E-02	4.24	0.00	11.2	0	0	0	0	4	Aäron Vandeputte GAVs 
120.	C/H2/NonDeC	Cd_rad/NonDeS	300-1500	9.33E-02	4.24	0.00	3.7	0	0	0	0	4	Aäron Vandeputte GAVs 
121.	C/H2/NonDeC	C_rad/H/CdS	300-1500	1.54E-01	4.24	0.00	22.6	0	0	0	0	4	Aäron Vandeputte GAVs 
122.	C/H2/NonDeC	C_rad/CdCsS	300-1500	1.95E-02	4.24	0.00	22.6	0	0	0	0	4	Aäron Vandeputte GAVs 
123.	C/H2/NonDeC	C_rad/H/CtS	300-1500	9.15E-02	4.24	0.00	21.1	0	0	0	0	4	Aäron Vandeputte GAVs 
124.	C/H2/NonDeC	C_rad/CtCsS	300-1500	3.74E-01	4.24	0.00	21.9	0	0	0	0	4	Aäron Vandeputte GAVs 
148.	C/H/Cs3	C_rad/H2/S	300-1500	9.40E-03	4.24	0.00	9.6	0	0	0	0	4	Aäron Vandeputte GAVs 
149.	C/H/Cs3	C_rad/H/CsS	300-1500	1.68E-02	4.24	0.00	9.6	0	0	0	0	4	Aäron Vandeputte GAVs 
150.	C/H/Cs3	C_rad/Cs2S	300-1500	6.77E-03	4.24	0.00	9.4	0	0	0	0	4	Aäron Vandeputte GAVs 
151.	C/H/Cs3	Cd_rad/NonDeS	300-1500	5.62E-02	4.24	0.00	1.8	0	0	0	0	4	Aäron Vandeputte GAVs 
152.	C/H/Cs3	C_rad/H/CdS	300-1500	9.28E-02	4.24	0.00	20.7	0	0	0	0	4	Aäron Vandeputte GAVs 
153.	C/H/Cs3	C_rad/CdCsS	300-1500	1.17E-02	4.24	0.00	20.7	0	0	0	0	4	Aäron Vandeputte GAVs 
154.	C/H/Cs3	C_rad/H/CtS	300-1500	5.52E-02	4.24	0.00	19.3	0	0	0	0	4	Aäron Vandeputte GAVs 
155.	C/H/Cs3	C_rad/CtCsS	300-1500	2.26E-01	4.24	0.00	20.0	0	0	0	0	4	Aäron Vandeputte GAVs 
179.	C/H3/Cd	C_rad/H2/S	300-1500	1.40E-03	4.24	0.00	10.1	0	0	0	0	4	Aäron Vandeputte GAVs 
180.	C/H3/Cd	C_rad/H/CsS	300-1500	2.50E-03	4.24	0.00	10.2	0	0	0	0	4	Aäron Vandeputte GAVs 
181.	C/H3/Cd	C_rad/Cs2S	300-1500	1.01E-03	4.24	0.00	9.9	0	0	0	0	4	Aäron Vandeputte GAVs 
182.	C/H3/Cd	Cd_rad/NonDeS	300-1500	8.35E-03	4.24	0.00	2.4	0	0	0	0	4	Aäron Vandeputte GAVs 
183.	C/H3/Cd	C_rad/H/CdS	300-1500	1.38E-02	4.24	0.00	21.3	0	0	0	0	4	Aäron Vandeputte GAVs 
184.	C/H3/Cd	C_rad/CdCsS	300-1500	1.74E-03	4.24	0.00	21.3	0	0	0	0	4	Aäron Vandeputte GAVs 
185.	C/H3/Cd	C_rad/H/CtS	300-1500	8.20E-03	4.24	0.00	19.8	0	0	0	0	4	Aäron Vandeputte GAVs 
186.	C/H3/Cd	C_rad/CtCsS	300-1500	3.35E-02	4.24	0.00	20.6	0	0	0	0	4	Aäron Vandeputte GAVs 
210.	C/H2/CdCs	C_rad/H2/S	300-1500	5.55E-03	4.24	0.00	8.8	0	0	0	0	4	Aäron Vandeputte GAVs 
211.	C/H2/CdCs	C_rad/H/CsS	300-1500	9.91E-03	4.24	0.00	8.8	0	0	0	0	4	Aäron Vandeputte GAVs 
212.	C/H2/CdCs	C_rad/Cs2S	300-1500	4.00E-03	4.24	0.00	8.6	0	0	0	0	4	Aäron Vandeputte GAVs 
213.	C/H2/CdCs	Cd_rad/NonDeS	300-1500	3.32E-02	4.24	0.00	1.1	0	0	0	0	4	Aäron Vandeputte GAVs 
214.	C/H2/CdCs	C_rad/H/CdS	300-1500	5.47E-02	4.24	0.00	20.0	0	0	0	0	4	Aäron Vandeputte GAVs 
215.	C/H2/CdCs	C_rad/CdCsS	300-1500	6.92E-03	4.24	0.00	20.0	0	0	0	0	4	Aäron Vandeputte GAVs 
